data,algorithm,split,source_row,y_true
feature selected,PyTorch_TabularMLP,Train,33,75
feature selected,PyTorch_TabularMLP,Train,672,7.9032
feature selected,PyTorch_TabularMLP,Train,577,199.826
feature selected,PyTorch_TabularMLP,Train,112,2
feature selected,PyTorch_TabularMLP,Train,94,12.6758
feature selected,PyTorch_TabularMLP,Train,47,100.5808
feature selected,PyTorch_TabularMLP,Train,26,184.3807
feature selected,PyTorch_TabularMLP,Train,552,21.0401
feature selected,PyTorch_TabularMLP,Train,317,9.7
feature selected,PyTorch_TabularMLP,Train,128,10.5788
feature selected,PyTorch_TabularMLP,Train,198,31.2926
feature selected,PyTorch_TabularMLP,Train,354,10.8798
feature selected,PyTorch_TabularMLP,Train,37,175.4161
feature selected,PyTorch_TabularMLP,Train,193,82.2821
feature selected,PyTorch_TabularMLP,Train,88,17.5699
feature selected,PyTorch_TabularMLP,Train,275,15.5572
feature selected,PyTorch_TabularMLP,Train,111,5
feature selected,PyTorch_TabularMLP,Train,268,12.5684
feature selected,PyTorch_TabularMLP,Train,267,11.5498
feature selected,PyTorch_TabularMLP,Train,20,37.4042
feature selected,PyTorch_TabularMLP,Train,312,148
feature selected,PyTorch_TabularMLP,Train,3,45.9523
feature selected,PyTorch_TabularMLP,Train,402,229.0834
feature selected,PyTorch_TabularMLP,Train,344,8.8717
feature selected,PyTorch_TabularMLP,Train,644,6.7873
feature selected,PyTorch_TabularMLP,Train,120,12.3402
feature selected,PyTorch_TabularMLP,Train,359,11.4585
feature selected,PyTorch_TabularMLP,Train,364,4.7511
feature selected,PyTorch_TabularMLP,Train,83,4.2137
feature selected,PyTorch_TabularMLP,Train,519,0.7869
feature selected,PyTorch_TabularMLP,Train,231,0
feature selected,PyTorch_TabularMLP,Train,141,6.4234
feature selected,PyTorch_TabularMLP,Train,410,1.375
feature selected,PyTorch_TabularMLP,Train,279,28.4955
feature selected,PyTorch_TabularMLP,Train,228,0
feature selected,PyTorch_TabularMLP,Train,224,79.7532
feature selected,PyTorch_TabularMLP,Train,95,19.3671
feature selected,PyTorch_TabularMLP,Train,248,35
feature selected,PyTorch_TabularMLP,Train,31,145
feature selected,PyTorch_TabularMLP,Train,81,56.3548
feature selected,PyTorch_TabularMLP,Train,568,114.8951
feature selected,PyTorch_TabularMLP,Train,553,23.5149
feature selected,PyTorch_TabularMLP,Train,449,2.736
feature selected,PyTorch_TabularMLP,Train,387,240.4761
feature selected,PyTorch_TabularMLP,Train,174,9.5591
feature selected,PyTorch_TabularMLP,Train,630,175.1131
