Biomass,Heating rate (℃/min),Pyrolysis temperature (℃),Pyrolysis time（h）,Modification method,C (%),H (%),O (%),N (%),Specific surface area (m2/g）,Pore volume (cm3/g）,Average pore size (nm),pH,Adsorption time (h),Adsorbent dosage (g/l),Adsorption temperature (℃),Initial concentration (mg/l)
9.114500352252572,-0.848329377,19.434248761789316,4.548878206633087,42.796329352544966,3.1535252976068606,-8.386710117,11.405106363381593,2.1668713335419953,27.140179155223777,25.985050238391803,11.003137113497662,9.009027168441259,-18.66485803,7.589853785432734,0.4971999316679958,34.749737977475505
-4.843096041,2.7702394239618773,-1.754329115,-0.499964073,-5.590214513,-0.668358298,0.5209975724870199,-0.075710281,-1.39984277,-5.027011023,-2.543188262,-4.921509414,-1.749275724,1.4263484614717792,11.835427201358995,0.15153220423641733,-26.33746076
2.6244463749706055,3.466259990739248,-1.000359516,2.853779094436539,-23.94509561,-2.33792016,0.4011209617804574,-1.695686057,-26.71824405,-14.5772977,-9.266784323,-2.064031456,5.845059364284936,5.302723689572322,-3.437797771,0.40998383836452934,25.699824769355452
4.087146994863145,2.772502034568062,-2.21851313,2.203262957092064,14.824453811136358,0.7341815388928327,1.7391002660097281,5.236991154714752,0.1701116202661417,0.858416167,8.517539767043907,-0.615496104,-0.44213868,7.6191448921986895,10.452480111477142,-0.176124695,37.76412344570808
6.582695894672733,-0.624813541,23.38020302394168,2.2713975085295286,16.782798317672682,1.0979041189570178,-0.319193587,3.313166045233384,1.0730588790828328,14.452502630367185,14.406927507260148,5.846756074248492,9.412673651546028,-1.237765506,6.749300490210203,0.12427376751008426,29.792628854772545
-10.01899601,2.399028926902268,-1.193283758,3.062238830545729,-14.60756268,-0.687247302,0.7830513541456602,-1.262336098,-0.291488802,-3.983985608,-3.06845467,-0.115501021,-0.047656569,-5.667681723,-3.234296188,0.4215925622073215,-2.939753595
-1.194222565,3.110904313,1.857214072845745,-0.227794368,-13.29374394,2.2359827157415064,-2.915540409,-1.768733357,-1.569413759,-0.219832047,2.1798709438566157,-0.003976472,-4.193817446,3.945266633950376,-6.126108458,0.44817658280538397,-17.61319168
0.5979840149824793,-6.734040799,2.8502765251201048,-2.204417253,-23.02552246,0.1897633294341492,-3.675465263,-1.453969306,2.411515797982517,-4.490216888,-3.314917473,0.4249286431624474,1.9900066646906345,5.119036486815048,1.2513854406320277,0.7215781767943805,6.662430496058712
-10.11148132,-6.555131217,4.284440651124621,0.17150077627851676,17.477950865934794,-1.224334415,-2.789701475,0.6098033780280263,3.095372482,-12.04487557,0.911933597,-4.519005515,4.012070075409565,4.237525753011811,-12.83667782,-7.626498635,27.01722007837129
2.7009526105474424,4.214572891990475,-0.166009789,3.8672437772405677,-13.38695077,-4.690641427,1.8655814863675664,0.39955906018571713,-2.326359311,-7.133186403,-9.678319,-1.720617256,10.128240104515804,6.117299484494196,-4.245416954,0.41625149639067616,5.968597232
2.862647618560548,8.204137078953927,-3.511908701,1.270428854425779,7.588486949612634,0.27551653422100936,-0.023132828,7.756412173766076,0.3650326166436626,-2.256978663,4.1272523417425235,-0.243896068,-1.470774381,5.782552342367961,12.348942833844198,0.21206237151326832,-31.68744846
